date,spot_ret_0,spot_ret_1,spot_ret_2,spot_ret_3,spot_ret_4,spot_ret_5,rate_diff_0,rate_diff_1,rate_diff_2,rate_diff_3,rate_diff_4,rate_diff_5
2016-02-19,-0.0032757391,-0.0087388868,0.0004207286,0.0019481533,-0.0034934206,0.0010560922,0.0547255394,0.0481097266,0.0240976630,0.0151391652,-0.0016796446,-0.0179982020
2016-02-22,-0.0000206698,0.0028045449,0.0027467369,0.0050000590,-0.0023159954,-0.0053102034,0.0554207677,0.0484478492,0.0237890929,0.0150352150,-0.0020034047,-0.0185715573
2016-02-23,-0.0052905714,0.0060746067,-0.0019792184,0.0024259514,-0.0064232022,-0.0119955670,0.0553766309,0.0479698260,0.0239038720,0.0149303455,-0.0022331915,-0.0190194359
2016-02-24,-0.0049929719,0.0008199740,-0.0004818168,-0.0050379828,-0.0005206219,0.0087834299,0.0552747558,0.0479271748,0.0239551007,0.0151539415,-0.0022271670,-0.0191744001
2016-02-25,-0.0039073280,0.0047222403,-0.0017788773,-0.0047793661,-0.0051543716,0.0015570547,0.0548331397,0.0481880622,0.0241663453,0.0148056117,-0.0023041453,-0.0185887401
2016-02-26,0.0031492180,0.0007899981,-0.0022375799,-0.0016320845,0.0052216108,-0.0009588553,0.0549999930,0.0480860825,0.0240204531,0.0147811917,-0.0022105384,-0.0190766110
2016-02-29,0.0035055237,0.0010338700,-0.0000373027,-0.0047036339,-0.0038707872,0.0010677770,0.0544929406,0.0484298086,0.0245882191,0.0143959917,-0.0020388934,-0.0190331243
2016-03-01,-0.0000625054,0.0033340288,-0.0036295117,0.0019818804,0.0049117788,-0.0036272491,0.0550290119,0.0479585073,0.0250920215,0.0145352490,-0.0017889216,-0.0183956884
2016-03-02,0.0031320393,0.0006959755,0.0006513717,-0.0070567009,-0.0019984331,0.0052200339,0.0559131294,0.0481344065,0.0246501159,0.0138442550,-0.0018952552,-0.0186424015
2016-03-03,0.0070219285,-0.0034751293,0.0023904695,-0.0035333376,0.0009756589,0.0027253260,0.0558360416,0.0480306186,0.0244613584,0.0132980978,-0.0021042176,-0.0181164545
2016-03-04,-0.0011184477,-0.0054876196,0.0011533051,0.0005902357,0.0003904148,-0.0002791170,0.0564267911,0.0485319039,0.0243565531,0.0137430186,-0.0028675826,-0.0180888766
2016-03-07,-0.0041573521,0.0036893893,0.0048853453,0.0007103634,0.0069745807,-0.0000107248,0.0568383057,0.0487599542,0.0240252937,0.0128279299,-0.0028706842,-0.0177398117
2016-03-08,0.0018863793,0.0009264086,0.0051734102,0.0014910722,-0.0007782814,0.0005855517,0.0568275943,0.0480711552,0.0245129841,0.0131276749,-0.0033114606,-0.0173749594
2016-03-09,-0.0022277735,0.0011741668,-0.0005504238,0.0085721263,-0.0039146729,-0.0115448917,0.0572806743,0.0473447738,0.0241215647,0.0134064533,-0.0032630293,-0.0178061388
2016-03-10,-0.0014548966,-0.0068245896,0.0038335907,-0.0028700037,-0.0019719172,-0.0040329723,0.0567179113,0.0470791158,0.0237303022,0.0140550053,-0.0032754313,-0.0176580254
2016-03-11,0.0033896606,-0.0029367691,-0.0027699219,0.0015501892,0.0009622922,-0.0032698804,0.0570148620,0.0469001746,0.0235926643,0.0142592653,-0.0029919731,-0.0175320117
2016-03-14,-0.0027179138,0.0049290930,-0.0038150502,0.0002647481,-0.0035838544,0.0028798823,0.0572124387,0.0471306479,0.0239768514,0.0141210279,-0.0030935925,-0.0174737978
2016-03-15,0.0004076342,-0.0053740212,-0.0044915996,0.0023501293,-0.0031774209,-0.0006081439,0.0570281422,0.0465250073,0.0233605136,0.0137629597,-0.0031671728,-0.0178444473
2016-03-16,-0.0075361807,0.0034985649,0.0003455757,0.0057540180,-0.0076509622,-0.0003942644,0.0568034687,0.0469807073,0.0231542825,0.0133524950,-0.0027213294,-0.0174990560
2016-03-17,-0.0070512005,-0.0018881868,-0.0021246926,0.0053720910,-0.0012644449,0.0043276053,0.0565456933,0.0472666700,0.0231330945,0.0133651358,-0.0028564010,-0.0170328178
2016-03-18,-0.0039194015,-0.0059733370,-0.0046486271,0.0066720628,0.0009470384,0.0033194535,0.0566686535,0.0475279078,0.0228772791,0.0135724958,-0.0036439965,-0.0166116248
2016-03-21,0.0006231213,-0.0003378733,0.0000568867,-0.0015783806,0.0021106148,-0.0044617653,0.0566728652,0.0474724197,0.0228743113,0.0140672018,-0.0032353508,-0.0170197130
2016-03-22,0.0016965238,-0.0023261721,0.0031760223,-0.0002559441,-0.0035170313,0.0047690436,0.0564479796,0.0479512333,0.0232127875,0.0145876273,-0.0027318240,-0.0166410303
2016-03-23,0.0003524263,0.0045534980,0.0033517516,0.0021334464,-0.0020331504,0.0004361655,0.0560810717,0.0474190792,0.0233844677,0.0152480863,-0.0024603783,-0.0165351606
2016-03-24,-0.0053157980,0.0015757331,0.0019487122,-0.0033145556,0.0008690152,0.0049800120,0.0560049758,0.0475735718,0.0235972369,0.0153171324,-0.0028741049,-0.0165023157
2016-03-25,-0.0050635709,-0.0025895170,0.0086028913,0.0011177081,0.0089036708,-0.0042601854,0.0565490866,0.0482538146,0.0229412348,0.0146605424,-0.0027149175,-0.0158620245
2016-03-28,-0.0050388472,0.0019702963,0.0027357132,0.0041951389,-0.0107565511,-0.0057244148,0.0563949023,0.0480191946,0.0228117249,0.0145934572,-0.0028112535,-0.0160987521
2016-03-29,-0.0071066022,0.0047817679,-0.0033500079,0.0061619113,-0.0053551168,0.0020640723,0.0562306080,0.0477606278,0.0227929757,0.0144928771,-0.0023920648,-0.0159348856
2016-03-30,-0.0061702994,0.0037057366,0.0038795972,-0.0012550735,-0.0007627907,-0.0068932512,0.0558451629,0.0481287144,0.0230362712,0.0146245427,-0.0020767806,-0.0148976465
2016-03-31,-0.0024439168,0.0115526997,-0.0061183867,-0.0009581669,0.0080516297,0.0042917793,0.0553634463,0.0487407673,0.0233695910,0.0145054745,-0.0026832372,-0.0150799165
2016-04-01,-0.0035782074,-0.0052136037,0.0089523617,-0.0026566297,0.0045960159,0.0160057467,0.0558697063,0.0482155361,0.0239120472,0.0144325644,-0.0023989872,-0.0150291724
2016-04-04,0.0029099718,-0.0004810744,0.0005418724,-0.0031205204,-0.0035242627,0.0026558654,0.0559904636,0.0484220039,0.0233567473,0.0147460042,-0.0025672064,-0.0148625778
2016-04-05,-0.0045509444,0.0037538885,0.0095826947,-0.0025987907,0.0016287012,-0.0046428514,0.0557865391,0.0483740004,0.0228454039,0.0146321547,-0.0026709598,-0.0147401006
2016-04-06,-0.0059665358,-0.0027525838,-0.0019169379,0.0033093994,0.0049561269,-0.0001685873,0.0554036266,0.0485800793,0.0227780839,0.0142352742,-0.0023440037,-0.0148853305
2016-04-07,-0.0046318337,0.0048895189,-0.0037549224,-0.0012917497,-0.0028608102,0.0029830896,0.0553816309,0.0490814476,0.0221687715,0.0148990047,-0.0018663162,-0.0144674702
2016-04-08,-0.0000786640,0.0066977423,-0.0045207860,0.0085444890,0.0004175041,-0.0001705515,0.0548921953,0.0486277290,0.0221615610,0.0146977201,-0.0009815046,-0.0156136707
2016-04-11,-0.0036591624,-0.0026456060,0.0020702487,0.0098059555,0.0015887057,0.0046239330,0.0551524931,0.0486737813,0.0225824113,0.0149292089,-0.0010323340,-0.0157123795
2016-04-12,-0.0140706272,-0.0009389522,0.0092415524,-0.0024366284,-0.0048870160,-0.0003001211,0.0554119313,0.0480346130,0.0219670097,0.0148148025,-0.0003684060,-0.0156488846
2016-04-13,-0.0009024967,-0.0037722860,0.0037624862,0.0174210877,-0.0152225249,-0.0004324290,0.0557463499,0.0476265113,0.0227537658,0.0146407969,-0.0001607713,-0.0158091604
2016-04-14,-0.0031402485,0.0149042235,-0.0032565186,-0.0013942826,-0.0074840166,-0.0043108832,0.0556437990,0.0480975503,0.0223544642,0.0145039780,0.0004561835,-0.0154841222
2016-04-15,-0.0054803368,0.0040536266,-0.0009839806,0.0071661766,0.0035653865,-0.0042202534,0.0551781129,0.0475168100,0.0223473592,0.0145035584,0.0000359498,-0.0151745302
2016-04-18,-0.0071591760,-0.0013855001,-0.0037007759,-0.0032955807,0.0142277866,0.0049033403,0.0554323071,0.0471711604,0.0223930972,0.0144515574,0.0001627800,-0.0150881326
2016-04-19,0.0056164778,0.0025013122,0.0031638880,0.0057379937,-0.0016896394,-0.0044694718,0.0557983521,0.0468736173,0.0224733811,0.0146088242,0.0002750947,-0.0147345865
2016-04-20,-0.0061462460,-0.0023798133,0.0091236497,-0.0046232398,-0.0024742218,0.0135154484,0.0562340696,0.0469483841,0.0224512549,0.0144573191,0.0002677145,-0.0144613689
2016-04-21,0.0132262178,-0.0074836762,-0.0010227956,0.0030072332,-0.0018848380,-0.0125489306,0.0570170664,0.0472617434,0.0225950027,0.0142311848,0.0006914455,-0.0146285178
2016-04-22,0.0022848126,-0.0086676489,0.0005793597,-0.0050577548,-0.0037614484,-0.0090131078,0.0570262762,0.0469765316,0.0230417525,0.0132272835,0.0010604780,-0.0141365812
2016-04-25,-0.0005158152,-0.0091008768,0.0149646569,-0.0181761185,-0.0114421450,0.0085736920,0.0572375828,0.0463279580,0.0235105796,0.0131074476,0.0009963622,-0.0146210695
2016-04-26,-0.0017385297,0.0077380286,0.0016350636,-0.0085347980,-0.0023869249,0.0042840885,0.0576446767,0.0466658156,0.0233449433,0.0132066337,0.0013677835,-0.0141344712
2016-04-27,0.0029363522,0.0104727417,0.0000561991,0.0015702446,-0.0050091087,0.0007427006,0.0579479921,0.0465760438,0.0229052366,0.0126271587,0.0020529769,-0.0138182853
2016-04-28,-0.0008934767,0.0034853222,-0.0028422686,0.0006791591,-0.0008206522,-0.0048350864,0.0581363034,0.0465752037,0.0233628818,0.0123914517,0.0010994476,-0.0143677490
2016-04-29,0.0027934794,0.0024552334,-0.0023819842,-0.0023205615,-0.0001231280,-0.0059783620,0.0587080784,0.0466745770,0.0229206444,0.0121642885,0.0005030690,-0.0140471140
2016-05-02,-0.0045374989,0.0001478981,0.0084875136,-0.0017969815,-0.0040952036,0.0027171766,0.0593155315,0.0466818243,0.0224781379,0.0119475861,0.0001323168,-0.0138677021
2016-05-03,-0.0018182948,-0.0043081303,-0.0021935666,-0.0043641551,0.0073891363,0.0008444159,0.0588128648,0.0468463724,0.0228875711,0.0117779007,-0.0003354982,-0.0133950349
2016-05-04,0.0010147886,0.0025715535,-0.0051807328,0.0027542211,0.0109784525,-0.0075024034,0.0589040691,0.0470017904,0.0221324732,0.0120125272,-0.0001153003,-0.0129407127
2016-05-05,-0.0034271563,0.0031447984,-0.0055007146,0.0020695500,-0.0055824424,-0.0017404449,0.0586096927,0.0474413323,0.0221284157,0.0121514380,-0.0003813976,-0.0135487493
2016-05-06,-0.0017612352,0.0055880374,-0.0018932314,0.0025416734,-0.0015248875,0.0042554398,0.0585137036,0.0469754162,0.0230360905,0.0119711200,-0.0004507395,-0.0133174191
2016-05-09,0.0076019837,0.0034406141,0.0016823815,-0.0052463380,0.0002012923,-0.0037552625,0.0584530048,0.0469452548,0.0225981174,0.0117469126,-0.0002014700,-0.0131730104
2016-05-10,0.0006979167,0.0069547647,0.0005758376,0.0000321916,-0.0018074161,-0.0009765151,0.0585345872,0.0471110790,0.0226586657,0.0121044939,0.0003456639,-0.0137233903
2016-05-11,-0.0021561118,-0.0062456455,-0.0041368655,0.0031936520,0.0052916185,-0.0030319709,0.0590308936,0.0473572699,0.0224383338,0.0119541742,0.0004381627,-0.0138531377
2016-05-12,0.0040260979,-0.0051310559,0.0071256525,0.0078655356,0.0041480287,0.0009481023,0.0593123254,0.0474897297,0.0225894489,0.0121643375,0.0004997963,-0.0132822737
2016-05-13,-0.0033826839,0.0007062924,-0.0093574736,0.0007527933,-0.0040045155,-0.0055114963,0.0589853774,0.0479006487,0.0220063414,0.0117158050,0.0002423671,-0.0144611611
2016-05-16,0.0028370715,-0.0064010786,0.0070244072,-0.0013517805,-0.0081331235,-0.0015002372,0.0581081257,0.0478380084,0.0224475405,0.0122249230,0.0001327222,-0.0146100741
2016-05-17,-0.0029653335,0.0048603137,-0.0047429730,-0.0094328165,-0.0030420893,0.0001723672,0.0574990480,0.0476741283,0.0230171867,0.0125709786,0.0001975116,-0.0141023996
2016-05-18,-0.0040763555,0.0048128233,0.0061797911,-0.0012287458,-0.0007078444,0.0029297382,0.0575796469,0.0480309219,0.0238689403,0.0134340940,-0.0000750295,-0.0145182054
2016-05-19,-0.0035476813,-0.0007323961,0.0025990314,-0.0012834223,0.0098534152,0.0026502957,0.0572126638,0.0479464225,0.0242847814,0.0137770065,-0.0003680620,-0.0149937594
2016-05-20,-0.0049708251,0.0036392872,0.0052768079,-0.0024805674,0.0013396434,-0.0025194886,0.0572855623,0.0485335859,0.0242861877,0.0136989522,-0.0002985560,-0.0153611713
2016-05-23,0.0022182242,-0.0052706811,-0.0053077506,-0.0061333887,-0.0048065089,-0.0072380298,0.0571448922,0.0476426180,0.0245785333,0.0141270027,-0.0002410205,-0.0160635095
2016-05-24,-0.0006966238,-0.0058014024,0.0040773788,0.0016352953,-0.0031421544,-0.0039272567,0.0562188618,0.0479464036,0.0242176691,0.0146374124,-0.0003582412,-0.0165255266
2016-05-25,0.0018256249,-0.0009908877,0.0013397479,0.0000209650,0.0020512659,0.0009976712,0.0562762057,0.0480350506,0.0238632227,0.0148513448,-0.0001884937,-0.0168238392
2016-05-26,-0.0049936204,0.0010819416,-0.0025746348,0.0008943127,0.0092600875,-0.0066451198,0.0565504031,0.0479045553,0.0245649328,0.0153342386,-0.0002589406,-0.0174263681
2016-05-27,0.0035684319,0.0042560007,0.0057353773,-0.0023785950,0.0101336159,-0.0049419912,0.0563633229,0.0482435993,0.0247060558,0.0151367957,-0.0001039219,-0.0178001125
2016-05-30,-0.0065061917,-0.0014445496,0.0015428784,-0.0056569945,0.0046422950,-0.0002800209,0.0559858791,0.0479807408,0.0251056588,0.0149663633,-0.0001984503,-0.0175116694
2016-05-31,-0.0090764049,-0.0009733507,0.0023531638,0.0001533372,0.0063394664,0.0008268781,0.0553342452,0.0478643712,0.0253769402,0.0151392135,0.0002788734,-0.0173829108
2016-06-01,0.0012271979,0.0054445522,-0.0054358534,0.0032461424,-0.0002360201,0.0020379970,0.0558837750,0.0484603571,0.0254152806,0.0150584634,0.0002038872,-0.0173996504
2016-06-02,-0.0071784349,-0.0023102160,-0.0012536018,0.0101884630,0.0023209656,-0.0000099121,0.0553765946,0.0483677630,0.0257374796,0.0157383602,0.0003713170,-0.0179048733
2016-06-03,-0.0020074231,0.0073942702,-0.0007286870,0.0021283322,-0.0074099355,-0.0004337700,0.0551027357,0.0486858061,0.0256205031,0.0159353947,0.0000964975,-0.0179181530
2016-06-06,0.0016891025,-0.0014737611,-0.0040175700,-0.0000596840,-0.0020083440,0.0049108213,0.0553922127,0.0482788644,0.0252708814,0.0158633692,0.0003963829,-0.0180259532
2016-06-07,0.0005826826,0.0048201327,-0.0077030152,-0.0020389423,0.0076790313,0.0056936229,0.0555413590,0.0469678922,0.0251620923,0.0159898700,-0.0002105570,-0.0180292024
2016-06-08,0.0002237533,-0.0054995122,0.0002887075,-0.0025922087,-0.0093788087,0.0013105260,0.0556156066,0.0470608447,0.0252033665,0.0153355156,-0.0005472910,-0.0177015665
2016-06-09,-0.0078886166,0.0008652575,-0.0016179794,0.0045768866,-0.0007069931,0.0047032115,0.0553106545,0.0472522212,0.0254158123,0.0152443583,-0.0001398312,-0.0178994038
2016-06-10,0.0019944474,-0.0019738411,-0.0000260763,-0.0044491436,-0.0012743646,-0.0048426626,0.0555866227,0.0472511437,0.0257189121,0.0151166741,-0.0006746176,-0.0175375867
2016-06-13,0.0021087539,0.0016116219,0.0022273443,-0.0003467508,-0.0018574677,-0.0068657739,0.0556171405,0.0481296696,0.0262544396,0.0150429590,-0.0018467494,-0.0174640881
2016-06-14,-0.0023485103,0.0036358330,0.0052352480,-0.0049995004,-0.0012927365,-0.0059360729,0.0561578329,0.0470608080,0.0256225926,0.0148142121,-0.0021110355,-0.0173337441
2016-06-15,-0.0058677634,-0.0035379678,-0.0043537833,0.0042941805,-0.0057434314,-0.0022029858,0.0563705684,0.0471029904,0.0259238584,0.0147009037,-0.0025534828,-0.0169589349
2016-06-16,-0.0008836937,0.0026049663,-0.0011930896,0.0032859196,0.0028463721,0.0008408686,0.0564481487,0.0464980676,0.0265731131,0.0150788929,-0.0022682009,-0.0173927022
2016-06-17,0.0034670895,0.0017024773,0.0018639145,-0.0091116676,-0.0040528364,-0.0048908999,0.0562159968,0.0465824736,0.0264131557,0.0148516935,-0.0020620175,-0.0181125310
2016-06-20,-0.0000228867,-0.0003804283,0.0012542448,0.0103152360,0.0044240449,-0.0051194887,0.0562446513,0.0471609663,0.0262057909,0.0145833203,-0.0025512986,-0.0173176881
2016-06-21,0.0077248662,0.0040845859,0.0038900366,0.0005198626,-0.0040263213,0.0015659745,0.0561447992,0.0469811428,0.0261559545,0.0136439721,-0.0033903777,-0.0167587112
2016-06-22,-0.0039709128,-0.0040180502,-0.0010621575,0.0011961165,0.0014411938,-0.0034124832,0.0556959092,0.0472574585,0.0256973910,0.0136650697,-0.0031708691,-0.0168645091
2016-06-23,-0.0012328950,0.0002481712,0.0012068298,-0.0021226486,-0.0047222577,0.0020609282,0.0560345304,0.0474671922,0.0254842745,0.0133821586,-0.0038155757,-0.0164404446
2016-06-24,-0.0034396628,0.0022012507,0.0023283092,0.0008847848,-0.0045372802,-0.0032670194,0.0566814472,0.0478085219,0.0250117143,0.0135059916,-0.0036996192,-0.0161754649
2016-06-27,0.0016121191,-0.0026756815,-0.0009894683,-0.0004046131,-0.0025512454,0.0005573941,0.0565632828,0.0482587632,0.0258288525,0.0134438840,-0.0031543221,-0.0160178873
2016-06-28,0.0004518243,0.0009192786,0.0010579807,0.0052857835,-0.0039000912,0.0025458091,0.0568238824,0.0484623445,0.0253581767,0.0138318118,-0.0033668699,-0.0159219306
2016-06-29,0.0005795919,0.0081365342,0.0047438797,0.0035960162,0.0007029704,-0.0005305382,0.0562029450,0.0480537869,0.0253864811,0.0140916137,-0.0028576811,-0.0162747105
2016-06-30,0.0021936324,0.0014796577,0.0056603924,-0.0031944139,-0.0043319443,-0.0031390318,0.0561814802,0.0479256350,0.0253528569,0.0141393940,-0.0033133227,-0.0172760280
2016-07-01,-0.0009707480,0.0026390845,0.0044986795,0.0039557890,0.0042880499,0.0047199344,0.0569606573,0.0479975538,0.0249700544,0.0153319497,-0.0031940790,-0.0170253660
2016-07-04,0.0048745983,0.0015972973,0.0046063559,-0.0046355478,0.0004319184,0.0039275282,0.0573840383,0.0478009872,0.0252735811,0.0157082023,-0.0027254304,-0.0171666916
2016-07-05,0.0014866595,0.0017802681,-0.0065759632,-0.0026871930,0.0003643997,-0.0042940047,0.0577029986,0.0470018409,0.0253750193,0.0159207795,-0.0026349048,-0.0176448836
2016-07-06,-0.0031437566,-0.0003408835,0.0030852143,0.0051055667,0.0022066005,-0.0020441907,0.0580448554,0.0470043084,0.0261192003,0.0163817688,-0.0025399768,-0.0178782556
2016-07-07,0.0036429895,0.0051102265,0.0012727197,0.0038175303,0.0067399804,0.0035251991,0.0576657946,0.0470290297,0.0264708315,0.0163713853,-0.0025401118,-0.0173469390
2016-07-08,-0.0066063557,-0.0017656460,-0.0039420043,0.0007574132,-0.0001121525,-0.0031290451,0.0569698512,0.0468596228,0.0266072765,0.0171453106,-0.0025779427,-0.0165379289
2016-07-11,0.0007493077,-0.0013817052,-0.0000069963,-0.0052790868,0.0063195228,-0.0050402460,0.0565327568,0.0478868423,0.0263494356,0.0168949382,-0.0032923747,-0.0165376097
2016-07-12,0.0017268944,-0.0039155615,0.0049287530,-0.0050223418,0.0041846586,-0.0041727111,0.0562003241,0.0478141520,0.0260351947,0.0167640072,-0.0028325276,-0.0169315352
2016-07-13,-0.0006247131,0.0041957789,-0.0016338335,0.0039695320,0.0002983444,-0.0052697074,0.0556657204,0.0477361315,0.0261299419,0.0171772334,-0.0028309327,-0.0168338780
2016-07-14,-0.0039487098,-0.0007977465,-0.0007672322,0.0059152049,-0.0039272850,0.0005255766,0.0557230552,0.0474424136,0.0262977095,0.0168035390,-0.0023336418,-0.0174291867
2016-07-15,0.0051896637,-0.0022592698,0.0016112389,0.0027764270,0.0035963370,-0.0050783650,0.0555977018,0.0469831394,0.0264517592,0.0168297835,-0.0023032992,-0.0179619504
2016-07-18,-0.0073672875,0.0008510843,0.0039982902,-0.0003868244,-0.0031139394,-0.0038229003,0.0552416094,0.0463225242,0.0264760585,0.0177597341,-0.0024247249,-0.0176502424
2016-07-19,0.0020471211,-0.0009233521,-0.0059515157,0.0046788941,0.0050753539,-0.0037132266,0.0547684345,0.0461666992,0.0265446029,0.0177300242,-0.0018251117,-0.0178888097
2016-07-20,0.0023000094,-0.0057420284,-0.0000828302,-0.0008345085,-0.0007178164,0.0033271516,0.0546123488,0.0450562349,0.0267664475,0.0176667503,-0.0022128352,-0.0180606871
2016-07-21,-0.0018562455,0.0025479132,0.0008705756,0.0071689087,-0.0015879179,-0.0028038590,0.0553379893,0.0452159809,0.0269238531,0.0172326046,-0.0028701256,-0.0181961822
2016-07-22,-0.0013188028,-0.0026306567,-0.0014047975,-0.0033103995,-0.0005866467,-0.0009177906,0.0565405077,0.0455439070,0.0269187311,0.0172284396,-0.0024315948,-0.0182104799
2016-07-25,0.0006486900,-0.0000790666,-0.0003426336,0.0049364497,-0.0010533497,0.0087316040,0.0561815991,0.0460385019,0.0265353464,0.0173673995,-0.0015899613,-0.0177181199
2016-07-26,0.0030398630,0.0020598034,0.0043590538,-0.0016413405,-0.0029338574,0.0033668190,0.0557198149,0.0458050659,0.0258715518,0.0174695911,-0.0014970320,-0.0185549392
2016-07-27,0.0009062799,0.0024173323,0.0075005942,0.0023538929,0.0024431726,-0.0004083945,0.0561550333,0.0459912723,0.0259063248,0.0180874965,-0.0015801553,-0.0189900888
2016-07-28,0.0134169165,0.0077815816,0.0032039866,-0.0005314046,-0.0033611170,0.0089181122,0.0561047554,0.0457951997,0.0262880701,0.0182619874,-0.0019231446,-0.0192984152
2016-07-29,0.0012882888,0.0009544846,0.0047557519,-0.0020594363,0.0028175391,0.0016060511,0.0558933049,0.0459346659,0.0258649151,0.0177711428,-0.0015854428,-0.0190999288
2016-08-01,-0.0058142340,0.0048115649,-0.0029969288,-0.0055375812,0.0016119037,-0.0043442851,0.0561156349,0.0459720046,0.0249634221,0.0171447394,-0.0015399919,-0.0191605184
2016-08-02,-0.0093691574,-0.0014350921,0.0008897158,0.0020958400,-0.0000823723,-0.0065442314,0.0563706370,0.0449071779,0.0245553184,0.0163342392,-0.0006867912,-0.0195171027
2016-08-03,0.0005027913,0.0027707291,0.0000987806,0.0046428069,-0.0006045300,-0.0023934279,0.0567534137,0.0453528225,0.0240457153,0.0160364348,-0.0006062023,-0.0190996085
2016-08-04,0.0048327081,-0.0099467026,0.0010380417,-0.0040297941,0.0010005746,-0.0037574975,0.0570706592,0.0455963975,0.0241732073,0.0159385423,-0.0006374318,-0.0192896356
2016-08-05,0.0052895495,-0.0049227837,0.0021153005,-0.0052625781,0.0000684357,-0.0088475966,0.0569330342,0.0456545691,0.0246148352,0.0157026475,-0.0002760397,-0.0196484102
2016-08-08,0.0042386932,-0.0017605498,-0.0036295847,0.0001107720,-0.0045313928,-0.0031722274,0.0574838197,0.0455811945,0.0244938463,0.0158020785,0.0002546594,-0.0194258876
2016-08-09,0.0082707462,-0.0008316876,0.0012041977,0.0021855200,0.0010635799,0.0011199731,0.0572522943,0.0455502878,0.0241841052,0.0162211163,0.0002398473,-0.0191405396
2016-08-10,-0.0082643455,0.0009202464,-0.0023623395,0.0013377079,0.0031921454,0.0032137081,0.0571976887,0.0454488473,0.0240066661,0.0164060804,0.0005775565,-0.0193741506
2016-08-11,-0.0004273101,0.0004699879,0.0001324407,-0.0000366546,-0.0010103551,-0.0019883010,0.0576713938,0.0457500407,0.0235464521,0.0166251560,0.0012162999,-0.0196833809
2016-08-12,0.0067449583,-0.0001864754,0.0017064753,0.0017957493,0.0049473060,-0.0037366425,0.0572927394,0.0445918370,0.0238579473,0.0163514066,0.0003999472,-0.0194557304
2016-08-15,0.0025348829,-0.0034172817,-0.0025431125,-0.0002907650,0.0012973323,0.0032706526,0.0569100032,0.0448914933,0.0239532020,0.0164194258,0.0002185758,-0.0189286415
2016-08-16,-0.0062056324,0.0068501366,0.0013899372,-0.0085991801,-0.0037920187,-0.0001472114,0.0570329795,0.0446768088,0.0248831891,0.0162601966,0.0002804873,-0.0184246738
2016-08-17,-0.0073051185,-0.0013749723,0.0061580362,0.0045913507,0.0031457273,0.0005284211,0.0565903054,0.0441636662,0.0249718110,0.0164079720,0.0005302185,-0.0181987303
2016-08-18,0.0011664905,-0.0069950204,-0.0085469368,0.0040059229,0.0018830026,-0.0028594666,0.0557225077,0.0436446291,0.0245590199,0.0164317819,0.0002370008,-0.0181780102
2016-08-19,0.0022861671,-0.0046257621,0.0001892565,0.0054205041,-0.0010045057,-0.0036935463,0.0552540403,0.0431692451,0.0253527239,0.0160970229,0.0002810020,-0.0178284961
2016-08-22,-0.0038071280,0.0031732835,-0.0000025200,0.0040203480,0.0003910187,-0.0027366500,0.0557378595,0.0431752871,0.0247786670,0.0158564168,-0.0005164467,-0.0182922380
2016-08-23,-0.0014113004,-0.0022491629,-0.0022133502,-0.0069928849,0.0015142868,0.0006019361,0.0562773063,0.0434027573,0.0247058219,0.0163009186,-0.0007674674,-0.0175284505
2016-08-24,0.0005494776,-0.0050065561,-0.0048765857,0.0109808237,0.0058359413,-0.0077620890,0.0561039461,0.0429971554,0.0245661837,0.0160947051,-0.0012646625,-0.0170803750
2016-08-25,0.0045888434,-0.0013959737,-0.0002386327,0.0055080912,0.0036391731,0.0053101220,0.0564796176,0.0427186626,0.0252966988,0.0158832320,-0.0009304087,-0.0171883359
2016-08-26,-0.0047386392,0.0001219842,0.0007392286,-0.0024897616,0.0049649268,0.0030614367,0.0566181460,0.0422074236,0.0251447670,0.0166785492,-0.0008658223,-0.0175887929
2016-08-29,0.0047149638,-0.0083547939,-0.0028995327,0.0008264088,-0.0003024256,0.0037146578,0.0571656138,0.0418276683,0.0256025260,0.0164356966,-0.0009143409,-0.0179214650
2016-08-30,0.0036582552,0.0059319561,0.0021956187,-0.0024205368,-0.0025139434,0.0039586613,0.0570714770,0.0422898688,0.0253038350,0.0163328777,-0.0006823938,-0.0180269155
2016-08-31,-0.0057163316,0.0022810447,-0.0042304210,0.0015912096,0.0044206308,0.0060676212,0.0573436695,0.0418114594,0.0254644567,0.0161838712,-0.0003524332,-0.0187785815
2016-09-01,0.0006285150,-0.0012554729,-0.0000656016,-0.0045273454,0.0021013253,0.0013370663,0.0571918076,0.0422419145,0.0260827423,0.0158713919,-0.0000822585,-0.0182590650
2016-09-02,0.0027037907,0.0006240666,0.0017844019,-0.0075194589,-0.0053325552,-0.0032890635,0.0566961828,0.0418631419,0.0259158825,0.0154478950,0.0001227625,-0.0187126327
2016-09-05,0.0020119344,0.0014340931,0.0030697828,-0.0081432310,0.0042119680,-0.0040581101,0.0566150470,0.0411890003,0.0261153847,0.0147830627,0.0003811282,-0.0188086640
2016-09-06,0.0003010591,0.0006163379,-0.0055067153,-0.0006284863,-0.0034874639,0.0001398321,0.0561362547,0.0404046629,0.0259566314,0.0145911451,0.0000381707,-0.0187751000
2016-09-07,-0.0010135643,-0.0042692652,0.0042309999,0.0008015726,0.0001262637,0.0037665840,0.0557267147,0.0397667697,0.0256135597,0.0144217432,-0.0001165276,-0.0190858027
2016-09-08,-0.0023736701,-0.0052667138,-0.0002004129,-0.0025905350,-0.0016172134,-0.0028896421,0.0558016877,0.0398306215,0.0256315469,0.0144901613,-0.0004306009,-0.0191147355
