date,ret
2018-09-18,0.0028203965
2018-09-19,-0.0033035378
2018-09-20,-0.0019985235
2018-09-21,-0.0027136599
2018-09-24,-0.0002127511
2018-09-25,0.0066765797
2018-09-26,0.0007695568
2018-09-27,-0.0066204445
2018-09-28,0.0024601771
2018-10-01,-0.0039992068
2018-10-02,0.0076027109
2018-10-03,0.0086689549
2018-10-04,0.0070664275
2018-10-05,0.0015701604
2018-10-08,0.0016279756
2018-10-09,0.0130310013
2018-10-10,-0.0093902358
2018-10-11,0.0023373069
2018-10-12,-0.0004776461
2018-10-15,0.0049975969
2018-10-16,-0.0025852885
2018-10-17,0.0052268389
2018-10-18,-0.0074490316
2018-10-19,-0.0084635253
2018-10-22,-0.0031609547
2018-10-23,0.0022395934
2018-10-24,0.0040882030
2018-10-25,-0.0053178229
2018-10-26,0.0024342576
2018-10-29,-0.0176360198
2018-10-30,0.0030408191
2018-10-31,0.0042319839
2018-11-01,0.0030641218
2018-11-02,0.0079337064
2018-11-05,0.0003807344
2018-11-06,0.0154993060
2018-11-07,0.0026529509
2018-11-08,0.0175839280
2018-11-09,0.0284484711
2018-11-12,-0.0141439968
2018-11-13,0.0087515978
2018-11-14,-0.0099098514
2018-11-15,0.0129678727
2018-11-16,-0.0074631792
2018-11-19,0.0117805152
2018-11-20,-0.0059638153
2018-11-21,0.0071025335
2018-11-22,0.0137528473
2018-11-23,0.0026900815
2018-11-26,0.0115498832
2018-11-27,-0.0147680878
2018-11-28,-0.0044526831
2018-11-29,0.0180192541
2018-11-30,-0.0011778923
2018-12-03,-0.0147272495
2018-12-04,-0.0076990940
2018-12-05,-0.0148406992
2018-12-06,0.0016161809
2018-12-07,-0.0016150475
2018-12-10,0.0177589325
2018-12-11,0.0087040429
2018-12-12,-0.0044961848
2018-12-13,-0.0111364559
2018-12-14,0.0046284171
2018-12-17,-0.0004539207
2018-12-18,0.0285015162
2018-12-19,0.0575862830
2018-12-20,-0.0043422381
2018-12-21,0.0125849356
2018-12-24,-0.0044910947
2018-12-25,-0.0175298103
2018-12-26,-0.0188692129
2018-12-27,-0.0096561649
2018-12-28,-0.0174038161
2018-12-31,0.0151569655
2019-01-01,0.0016943972
2019-01-02,-0.0109921082
2019-01-03,0.0000259196
2019-01-04,-0.0052358377
2019-01-07,0.0137114883
2019-01-08,0.0013083783
2019-01-09,-0.0191975623
2019-01-10,-0.0090054533
2019-01-11,-0.0199039359
2019-01-14,0.0053397238
2019-01-15,0.0073209972
2019-01-16,-0.0128448855
2019-01-17,0.0083405811
2019-01-18,0.0078831865
2019-01-21,0.0007956877
2019-01-22,-0.0070574111
2019-01-23,0.0082867698
2019-01-24,-0.0060417449
2019-01-25,0.0009445043
2019-01-28,-0.0099094975
2019-01-29,-0.0068316300
2019-01-30,-0.0036234182
2019-01-31,-0.0207275833
2019-02-01,0.0011260936
2019-02-04,-0.0130659709
2019-02-05,0.0060963187
2019-02-06,0.0026209241
2019-02-07,0.0033580031
2019-02-08,0.0075887258
2019-02-11,0.0123769530
2019-02-12,-0.0008587151
2019-02-13,0.0028507523
2019-02-14,0.0069877958
2019-02-15,0.0190243255
2019-02-18,-0.0075745125
2019-02-19,0.0022313423
2019-02-20,-0.0206794612
2019-02-21,0.0134978593
2019-02-22,-0.0049403201
2019-02-25,0.0040445343
2019-02-26,0.0236429038
2019-02-27,0.0020527916
2019-02-28,0.0157262248
2019-03-01,0.0120663579
2019-03-04,0.0050467716
2019-03-05,0.0126402278
2019-03-06,0.0011556608
2019-03-07,0.0033892674
2019-03-08,-0.0013475974
2019-03-11,0.0047041342
2019-03-12,0.0133496893
2019-03-13,-0.0037007074
2019-03-14,-0.0188755071
2019-03-15,0.0110942126
2019-03-18,-0.0059048136
2019-03-19,-0.0089978109
2019-03-20,0.0101747146
2019-03-21,0.0102317871
2019-03-22,-0.0038030030
2019-03-25,0.0003141179
2019-03-26,0.0000894594
2019-03-27,-0.0022920731
2019-03-28,-0.0109949444
2019-03-29,0.0001033683
2019-04-01,0.0003751459
2019-04-02,-0.0062657962
2019-04-03,-0.0144513363
2019-04-04,0.0113292905
2019-04-05,-0.0101128425
2019-04-08,-0.0006124591
2019-04-09,0.0079297475
2019-04-10,0.0194661142
2019-04-11,0.0032292729
2019-04-12,-0.0069274270
2019-04-15,0.0012648878
2019-04-16,0.0252136949
2019-04-17,0.0082343804
2019-04-18,-0.0024962833
2019-04-19,0.0033402412
2019-04-22,-0.0032961419
2019-04-23,-0.0003692995
2019-04-24,-0.0000361453
2019-04-25,0.0115640608
2019-04-26,0.0126553191
2019-04-29,0.0122018665
2019-04-30,-0.0027959598
2019-05-01,-0.0248865135
2019-05-02,-0.0084166524
2019-05-03,-0.0134125518
2019-05-06,0.0032567203
2019-05-07,0.0072708290
2019-05-08,0.0055045890
2019-05-09,0.0149465860
2019-05-10,0.0151623113
2019-05-13,-0.0039287872
2019-05-14,-0.0091232292
2019-05-15,0.0047596458
2019-05-16,-0.0067229242
2019-05-17,-0.0077405710
2019-05-20,-0.0087782493
2019-05-21,0.0185644090
2019-05-22,-0.0077893175
2019-05-23,0.0044814309
2019-05-24,0.0093787607
2019-05-27,-0.0073040543
2019-05-28,-0.0069693279
2019-05-29,-0.0034915281
2019-05-30,-0.0028602305
2019-05-31,0.0020910847
2019-06-03,-0.0083367478
2019-06-04,0.0023608631
2019-06-05,0.0027604371
2019-06-06,0.0041566960
2019-06-07,-0.0018597266
2019-06-10,0.0153345486
2019-06-11,-0.0009580889
2019-06-12,0.0147958606
2019-06-13,0.0081481862
2019-06-14,0.0075638560
2019-06-17,0.0142612328
2019-06-18,0.0115613307
2019-06-19,0.0005429177
2019-06-20,0.0036115218
2019-06-21,0.0016662845
2019-06-24,0.0068386538
2019-06-25,-0.0009452629
2019-06-26,0.0010486135
2019-06-27,-0.0004052539
2019-06-28,-0.0021456220
2019-07-01,0.0025195937
2019-07-02,-0.0040729954
2019-07-03,-0.0073916084
2019-07-04,0.0034234455
2019-07-05,0.0048508518
2019-07-08,0.0124853732
2019-07-09,-0.0038954078
2019-07-10,-0.0008158882
2019-07-11,0.0130840202
2019-07-12,-0.0111973791
2019-07-15,-0.0003549833
2019-07-16,-0.0020807144
2019-07-17,-0.0039399336
2019-07-18,0.0019641026
2019-07-19,-0.0015199666
2019-07-22,-0.0030731589
2019-07-23,0.0042047098
2019-07-24,-0.0097838641
2019-07-25,-0.0052453626
2019-07-26,-0.0109814081
2019-07-29,-0.0003706570
2019-07-30,0.0112218412
2019-07-31,0.0025448926
2019-08-01,0.0006124781
2019-08-02,-0.0054797618
2019-08-05,0.0045856470
2019-08-06,-0.0039841168
2019-08-07,-0.0053441191
2019-08-08,-0.0073618262
2019-08-09,0.0041416009
2019-08-12,-0.0009181383
2019-08-13,0.0026565468
2019-08-14,-0.0042944862
2019-08-15,-0.0075528516
2019-08-16,0.0033516791
2019-08-19,0.0031396225
2019-08-20,0.0058526021
2019-08-21,-0.0018287546
2019-08-22,-0.0025754180
2019-08-23,-0.0044607752
2019-08-26,0.0070413727
2019-08-27,-0.0063447159
2019-08-28,-0.0107939797
2019-08-29,-0.0032941134
2019-08-30,0.0063825072
2019-09-02,-0.0028628586
2019-09-03,-0.0021959360
2019-09-04,-0.0078198577
2019-09-05,0.0016919965
2019-09-06,0.0041072101
2019-09-09,-0.0078342780
2019-09-10,0.0006289365
2019-09-11,0.0077287723
2019-09-12,-0.0031415006
2019-09-13,-0.0010178392
2019-09-16,0.0087062412
2019-09-17,0.0122263940
2019-09-18,-0.0119126739
2019-09-19,0.0025694453
2019-09-20,0.0116177728
2019-09-23,0.0185690699
2019-09-24,-0.0164321162
2019-09-25,0.0011549128
2019-09-26,0.0087249096
2019-09-27,-0.0090184988
2019-09-30,0.0015832384
2019-10-01,0.0011554547
2019-10-02,-0.0057464778
2019-10-03,-0.0069444298
2019-10-04,-0.0018185472
2019-10-07,0.0087064277
2019-10-08,-0.0131676400
2019-10-09,-0.0026597171
2019-10-10,0.0032622274
2019-10-11,0.0063905646
2019-10-14,0.0007189264
2019-10-15,-0.0149136710
2019-10-16,-0.0144296553
2019-10-17,0.0157226240
2019-10-18,-0.0128166706
2019-10-21,-0.0035990928
2019-10-22,0.0062484381
2019-10-23,0.0133440142
2019-10-24,0.0003687746
2019-10-25,-0.0031721671
2019-10-28,0.0211938999
2019-10-29,0.0068895404
2019-10-30,0.0034939077
2019-10-31,-0.0000871254
2019-11-01,0.0032988272
2019-11-04,0.0000270469
2019-11-05,-0.0049563458
2019-11-06,-0.0248482504
2019-11-07,-0.0191546252
2019-11-08,-0.0041900137
2019-11-11,-0.0105680418
2019-11-12,-0.0043679926
2019-11-13,0.0082250151
2019-11-14,0.0037104564
2019-11-15,-0.0147945456
2019-11-18,0.0043918049
2019-11-19,-0.0161297951
2019-11-20,0.0068064153
2019-11-21,0.0039003532
2019-11-22,-0.0529457576
2019-11-25,0.0131074250
2019-11-26,-0.0398896158
2019-11-27,-0.0004390134
2019-11-28,0.0043593134
2019-11-29,-0.0259786208
2019-12-02,-0.0184862790
2019-12-03,-0.0066097478
2019-12-04,0.0012641254
2019-12-05,-0.0027208078
2019-12-06,0.0311030025
2019-12-09,-0.0086929663
2019-12-10,-0.0193203891
2019-12-11,-0.0197940127
2019-12-12,-0.0274361129
2019-12-13,-0.0523844975
2019-12-16,0.0128351081
2019-12-17,0.0011562384
2019-12-18,-0.0051405593
2019-12-19,0.0102947072
2019-12-20,0.0156578979
2019-12-23,-0.0036942453
2019-12-24,-0.0086030783
2019-12-25,0.0031635622
2019-12-26,0.0198513092
2019-12-27,0.0007076397
2019-12-30,0.0130260155
2019-12-31,0.0036778852
2020-01-01,0.0009795227
2020-01-02,0.0135355612
2020-01-03,0.0059487167
2020-01-06,0.0179993937
2020-01-07,0.0098216327
2020-01-08,0.0013662279
2020-01-09,-0.0021718913
2020-01-10,-0.0090332258
2020-01-13,0.0126805398
2020-01-14,0.0009126401
2020-01-15,0.0269984263
2020-01-16,-0.0004465545
2020-01-17,0.0250600847
2020-01-20,0.0091227292
2020-01-21,0.0620362825
2020-01-22,-0.0253466637
2020-01-23,0.0166593780
2020-01-24,0.0080404339
2020-01-27,0.0049864240
2020-01-28,-0.0316626047
2020-01-29,0.0120226845
2020-01-30,0.0123756914
2020-01-31,0.0092148648
2020-02-03,-0.0032546810
2020-02-04,0.0057711295
2020-02-05,0.0014398260
2020-02-06,0.0005916615
2020-02-07,-0.0007606012
2020-02-10,0.0066070235
2020-02-11,-0.0036922672
2020-02-12,0.0045928596
2020-02-13,0.0107184480
2020-02-14,-0.0044071312
2020-02-17,0.0099847889
2020-02-18,-0.0013715907
2020-02-19,0.0014269811
2020-02-20,-0.0043371880
2020-02-21,-0.0044577442
2020-02-24,0.0010077580
2020-02-25,-0.0016274124
2020-02-26,-0.0002551428
2020-02-27,-0.0023356219
2020-02-28,-0.0005482341
2020-03-02,-0.0036993485
2020-03-03,0.0247046733
2020-03-04,0.0416973718
2020-03-05,0.0151482637
2020-03-06,0.0493708972
2020-03-09,0.0431284937
2020-03-10,-0.0035693318
2020-03-11,0.0227171295
2020-03-12,0.0241763322
2020-03-13,0.0045184071
2020-03-16,-0.0049347598
2020-03-17,0.0082559721
2020-03-18,-0.0133601347
2020-03-19,-0.0458610557
2020-03-20,0.0000970820
2020-03-23,-0.0121643312
2020-03-24,-0.0214401646
2020-03-25,-0.0465536231
2020-03-26,-0.0063668446
2020-03-27,-0.0177622746
2020-03-30,0.0019157412
2020-03-31,0.0019252935
2020-04-01,-0.0016753468
2020-04-02,0.0155742565
2020-04-03,0.0071840089
2020-04-06,0.0064133599
2020-04-07,0.0244445440
2020-04-08,0.0033595391
2020-04-09,-0.0150773109
2020-04-10,0.0114579818
2020-04-13,0.0005758795
2020-04-14,0.0097886552
2020-04-15,-0.0023212466
2020-04-16,-0.0029981965
2020-04-17,0.0081724441
2020-04-20,0.0065803689
2020-04-21,-0.0009433624
2020-04-22,0.0006917939
2020-04-23,0.0152954626
2020-04-24,0.0023086566
2020-04-27,0.0030767982
2020-04-28,-0.0098681909
2020-04-29,0.0144332864
2020-04-30,-0.0039572644
2020-05-01,-0.0072161721
2020-05-04,0.0071953143
2020-05-05,-0.0000160763
2020-05-06,0.0065462471
2020-05-07,0.0053509657
2020-05-08,-0.0089466324
2020-05-11,0.0031893204
2020-05-12,-0.0065631933
2020-05-13,-0.0050448948
2020-05-14,-0.0144712166
2020-05-15,0.0013301351
2020-05-18,-0.0021619898
2020-05-19,0.0090014034
2020-05-20,0.0019705386
2020-05-21,-0.0044316235
2020-05-22,-0.0021017236
2020-05-25,-0.0008326742
2020-05-26,-0.0092842424
2020-05-27,-0.0080810402
2020-05-28,0.0075543598
2020-05-29,-0.0039056231
2020-06-01,-0.0087134172
2020-06-02,-0.0023610255
2020-06-03,-0.0015198792
2020-06-04,-0.0097668125
2020-06-05,-0.0000045197
2020-06-08,0.0130202413
2020-06-09,-0.0018810903
2020-06-10,0.0007790283
2020-06-11,0.0007804872
2020-06-12,0.0027678282
2020-06-15,0.0023270594
2020-06-16,0.0008049034
2020-06-17,0.0024640492
2020-06-18,0.0058201098
2020-06-19,-0.0012961683
2020-06-22,-0.0078053663
2020-06-23,0.0035763761
2020-06-24,0.0096121166
2020-06-25,0.0070604519
2020-06-26,0.0087102505
2020-06-29,0.0016424440
2020-06-30,-0.0048119104
2020-07-01,-0.0005540636
2020-07-02,-0.0017016811
2020-07-03,-0.0067733048
2020-07-06,-0.0068584821
2020-07-07,-0.0070725192
2020-07-08,-0.0007893321
2020-07-09,-0.0042152074
2020-07-10,-0.0064910039
2020-07-13,0.0051936385
2020-07-14,0.0091375784
2020-07-15,-0.0023598892
2020-07-16,0.0021707705
2020-07-17,-0.0058643503
2020-07-20,0.0122987237
2020-07-21,-0.0050585130
2020-07-22,0.0010241215
2020-07-23,0.0018100152
2020-07-24,-0.0078978146
2020-07-27,-0.0010049263
2020-07-28,-0.0088771420
2020-07-29,0.0015132000
2020-07-30,0.0018829685
2020-07-31,-0.0020277617
2020-08-03,-0.0053640468
2020-08-04,0.0019262733
2020-08-05,-0.0036257322
2020-08-06,-0.0052966738
2020-08-07,0.0024491496
2020-08-10,0.0044669126
2020-08-11,0.0013587571
2020-08-12,0.0017888183
2020-08-13,-0.0051479576
2020-08-14,0.0017599865
2020-08-17,-0.0019111397
2020-08-18,-0.0077726091
2020-08-19,0.0028233010
2020-08-20,-0.0087957354
2020-08-21,0.0122542386
2020-08-24,0.0025316729
2020-08-25,0.0098968316
2020-08-26,-0.0071999454
2020-08-27,-0.0135386349
2020-08-28,0.0071675983
2020-08-31,-0.0055394762
2020-09-01,-0.0017136044
2020-09-02,0.0060572468
2020-09-03,0.0018858066
2020-09-04,0.0179109518
2020-09-07,0.0017157803
2020-09-08,0.0029120952
2020-09-09,-0.0103593449
2020-09-10,-0.0046780481
2020-09-11,0.0021578671
2020-09-14,-0.0014000249
2020-09-15,0.0027000288
2020-09-16,-0.0024962011
2020-09-17,-0.0021044046
2020-09-18,-0.0063022424
2020-09-21,0.0024556994
2020-09-22,-0.0081348436
2020-09-23,0.0083693847
2020-09-24,-0.0065811624
2020-09-25,-0.0112189080
2020-09-28,0.0058834299
2020-09-29,0.0039410845
2020-09-30,-0.0008843532
2020-10-01,-0.0039884468
2020-10-02,0.0022423417
2020-10-05,-0.0079537936
2020-10-06,0.0043899205
2020-10-07,-0.0043851308
2020-10-08,0.0008931553
2020-10-09,-0.0012642155
2020-10-12,0.0011542753
2020-10-13,0.0052729246
2020-10-14,0.0067993473
2020-10-15,-0.0015651666
2020-10-16,0.0052392702
2020-10-19,-0.0056667265
2020-10-20,0.0025836820
2020-10-21,0.0143033302
2020-10-22,0.0026578177
2020-10-23,0.0075398100
2020-10-26,0.0018983204
2020-10-27,0.0033068894
2020-10-28,-0.0027557942
2020-10-29,-0.0034482437
2020-10-30,0.0050446917
2020-11-02,0.0062269250
2020-11-03,0.0032620281
2020-11-04,0.0098760559
2020-11-05,-0.0091461466
2020-11-06,0.0000408110
2020-11-09,-0.0087731112
2020-11-10,0.0060605685
2020-11-11,-0.0042437579
2020-11-12,0.0007226626
2020-11-13,0.0075680613
2020-11-16,-0.0082762434
2020-11-17,-0.0090024810
2020-11-18,-0.0013528652
2020-11-19,0.0028267866
2020-11-20,0.0028295829
2020-11-23,-0.0079084456
2020-11-24,-0.0086545746
2020-11-25,0.0059704943
2020-11-26,-0.0049448443
2020-11-27,0.0053120893
2020-11-30,-0.0039002899
2020-12-01,0.0145822497
2020-12-02,0.0086776752
2020-12-03,-0.0045999424
2020-12-04,0.0092303098
2020-12-07,0.0037061533
2020-12-08,0.0042123886
2020-12-09,-0.0003527682
2020-12-10,-0.0043827810
2020-12-11,0.0096764254
2020-12-14,0.0039261502
2020-12-15,0.0087778274
2020-12-16,-0.0063010969
2020-12-17,0.0064177420
2020-12-18,0.0063592273
2020-12-21,-0.0020790064
2020-12-22,0.0011628320
2020-12-23,-0.0046409535
2020-12-24,0.0037612920
2020-12-25,0.0041738921
2020-12-28,0.0034057696
2020-12-29,0.0104006458
2020-12-30,-0.0016792698
2020-12-31,-0.0021316672
2021-01-01,-0.0130186220
2021-01-04,-0.0018133959
2021-01-05,-0.0016448759
2021-01-06,-0.0011069151
2021-01-07,0.0019563372
2021-01-08,0.0060386343
2021-01-11,0.0009543751
2021-01-12,0.0049608238
2021-01-13,-0.0024797905
2021-01-14,-0.0037692501
2021-01-15,-0.0049194601
2021-01-18,0.0134974985
2021-01-19,-0.0129759915
2021-01-20,-0.0002643054
2021-01-21,-0.0151780069
2021-01-22,-0.0057288064
2021-01-25,0.0168258686
2021-01-26,-0.0135269870
2021-01-27,-0.0127408636
2021-01-28,0.0000002831
2021-01-29,0.0038697834
2021-02-01,-0.0013850162
2021-02-02,0.0015568431
2021-02-03,0.0195695871
2021-02-04,0.0049337016
2021-02-05,0.0040951459
2021-02-08,0.0006525686
2021-02-09,0.0013908807
2021-02-10,0.0051921611
2021-02-11,-0.0016615378
2021-02-12,0.0032084964
2021-02-15,0.0019337891
2021-02-16,0.0023777139
2021-02-17,-0.0004544995
2021-02-18,-0.0013321731
2021-02-19,-0.0004093013
2021-02-22,-0.0058973928
2021-02-23,-0.0041889092
2021-02-24,-0.0008624817
2021-02-25,0.0035711312
2021-02-26,0.0032053836
2021-03-01,-0.0013980343
2021-03-02,0.0008799340
2021-03-03,0.0026698415
2021-03-04,0.0031541416
2021-03-05,-0.0128884604
2021-03-08,0.0044201815
2021-03-09,0.0067982228
2021-03-10,-0.0024826207
2021-03-11,0.0042998667
2021-03-12,-0.0074765888
2021-03-15,-0.0108518903
2021-03-16,0.0039570688
2021-03-17,-0.0066570630
2021-03-18,0.0014183615
2021-03-19,-0.0001682509
2021-03-22,0.0072930865
2021-03-23,-0.0036615422
2021-03-24,0.0115070135
2021-03-25,-0.0054827925
2021-03-26,0.0119652912
2021-03-29,-0.0023108610
2021-03-30,0.0117050795
2021-03-31,0.0002660699
2021-04-01,0.0072456035
2021-04-02,0.0112952124
2021-04-05,-0.0080327742
2021-04-06,0.0125010039
2021-04-07,0.0087761320
2021-04-08,0.0081298021
2021-04-09,-0.0046010395
2021-04-12,0.0091541747
2021-04-13,0.0009277019
2021-04-14,-0.0022733398
2021-04-15,-0.0027497596
2021-04-16,0.0039491450
2021-04-19,0.0025873691
2021-04-20,0.0105446879
2021-04-21,0.0059895866
2021-04-22,-0.0053429823
2021-04-23,0.0041807409
2021-04-26,0.0086092640
2021-04-27,0.0042977881
2021-04-28,0.0075435422
2021-04-29,0.0025162629
2021-04-30,-0.0043235940
2021-05-03,0.0030161410
2021-05-04,0.0075680374
2021-05-05,0.0010116366
2021-05-06,-0.0053206129
2021-05-07,0.0019828428
2021-05-10,-0.0022735062
2021-05-11,-0.0106433431
2021-05-12,0.0139203154
2021-05-13,-0.0185842666
2021-05-14,-0.0106046381
2021-05-17,-0.0034696649
2021-05-18,-0.0114969423
2021-05-19,0.0128315946
2021-05-20,-0.0001067951
2021-05-21,0.0074612006
2021-05-24,0.0188476964
2021-05-25,-0.0114375098
2021-05-26,0.0156343843
2021-05-27,-0.0032439313
2021-05-28,-0.0032049046
2021-05-31,-0.0021388291
2021-06-01,-0.0085977628
2021-06-02,0.0025186807
2021-06-03,-0.0399960449
2021-06-04,0.0166301315
2021-06-07,0.0046689094
2021-06-08,0.0056369806
2021-06-09,0.0050324331
2021-06-10,0.0037442399
2021-06-11,-0.0033939366
2021-06-14,0.0099826381
2021-06-15,-0.0095867749
2021-06-16,-0.0145898864
2021-06-17,0.0011842503
2021-06-18,-0.0163584221
2021-06-21,-0.0112786830
2021-06-22,-0.0039181365
2021-06-23,0.0075294202
2021-06-24,0.0032307539
2021-06-25,0.0073984021
2021-06-28,0.0062900597
2021-06-29,-0.0020747122
2021-06-30,-0.0007907788
2021-07-01,0.0001637104
2021-07-02,-0.0055201818
2021-07-05,-0.0016910642
2021-07-06,0.0034601507
2021-07-07,0.0010144865
2021-07-08,0.0047070889
2021-07-09,0.0062917097
2021-07-12,0.0220442736
2021-07-13,-0.0067565452
2021-07-14,0.0038810065
2021-07-15,-0.0016377977
2021-07-16,-0.0066023612
2021-07-19,-0.0187146520
2021-07-20,0.0199616270
2021-07-21,-0.0091110914
2021-07-22,0.0004563985
2021-07-23,0.0105213557
2021-07-26,-0.0053648957
2021-07-27,0.0052506764
2021-07-28,-0.0156102908
2021-07-29,-0.0178481089
2021-07-30,0.0056754626
2021-08-02,0.0083366188
2021-08-03,0.0059855519
2021-08-04,-0.0015663985
2021-08-05,0.0097795315
2021-08-06,0.0075046182
2021-08-09,0.0107925216
2021-08-10,0.0147243422
2021-08-11,0.0122381116
2021-08-12,0.0081377436
2021-08-13,-0.0161675272
2021-08-16,-0.0084339753
2021-08-17,-0.0102768547
2021-08-18,-0.0041068273
2021-08-19,-0.0075589516
2021-08-20,-0.0021934019
2021-08-23,0.0000458114
2021-08-24,0.0091730650
2021-08-25,0.0207497521
2021-08-26,-0.0264473968
2021-08-27,-0.0006436907
2021-08-30,0.0101612271
2021-08-31,-0.0143023995
2021-09-01,0.0001223692
2021-09-02,-0.0011605515
2021-09-03,-0.0246756682
2021-09-06,0.0158554701
2021-09-07,0.0165859021
2021-09-08,0.0112639636
2021-09-09,0.0021989768
2021-09-10,0.0000147542
2021-09-13,0.0147477554
2021-09-14,-0.0057984234
2021-09-15,-0.0029816701
2021-09-16,-0.0073720016
2021-09-17,0.0047098884
2021-09-20,0.0020476253
2021-09-21,0.0071143852
2021-09-22,-0.0017524953
2021-09-23,0.0093274577
2021-09-24,-0.0006053682
2021-09-27,-0.0011961167
2021-09-28,-0.0012077249
2021-09-29,-0.0049526046
2021-09-30,0.0027995814
2021-10-01,-0.0075723699
2021-10-04,-0.0118361179
2021-10-05,-0.0029640023
2021-10-06,-0.0099928720
2021-10-07,0.0034197042
2021-10-08,0.0056771589
2021-10-11,0.0056907733
2021-10-12,0.0001765091
2021-10-13,0.0073140447
2021-10-14,0.0032554786
2021-10-15,-0.0047403927
2021-10-18,-0.0055067521
2021-10-19,0.0088396862
2021-10-20,0.0036780411
2021-10-21,-0.0052280190
2021-10-22,0.0060776150
2021-10-25,0.0077870423
2021-10-26,0.0114989246
2021-10-27,0.0100133220
2021-10-28,-0.0002876151
2021-10-29,0.0077831179
2021-11-01,-0.0032980848
2021-11-02,-0.0059012333
2021-11-03,0.0026842745
2021-11-04,0.0021760316
2021-11-05,0.0066630115
2021-11-08,-0.0024107731
2021-11-09,0.0044572086
2021-11-10,0.0047538939
2021-11-11,0.0079491332
2021-11-12,0.0066230980
2021-11-15,-0.0042143019
2021-11-16,-0.0062079683
2021-11-17,0.0030607036
2021-11-18,0.0099932979
2021-11-19,-0.0000522235
2021-11-22,0.0030533669
2021-11-23,-0.0120145978
2021-11-24,-0.0021939217
2021-11-25,0.0023459334
2021-11-26,0.0034540469
2021-11-29,-0.0055008131
2021-11-30,0.0048138702
2021-12-01,0.0018962153
2021-12-02,0.0016487538
2021-12-03,0.0050377922
2021-12-06,-0.0065471820
2021-12-07,-0.0072142120
2021-12-08,-0.0019038583
2021-12-09,0.0032871710
2021-12-10,0.0055927542
2021-12-13,0.0058024950
2021-12-14,-0.0002081598
2021-12-15,-0.0062470833
2021-12-16,0.0158867567
2021-12-17,0.0039042361
2021-12-20,-0.0030343328
2021-12-21,0.0047411964
2021-12-22,-0.0149339607
2021-12-23,-0.0129489744
2021-12-24,0.0021994728
2021-12-27,-0.0102415062
2021-12-28,-0.0186098387
2021-12-29,-0.0268768303
2021-12-30,-0.0132098617
2021-12-31,0.0226638936
2022-01-03,-0.0241129902
2022-01-04,-0.0168810583
2022-01-05,0.0301443301
2022-01-06,0.0156334454
2022-01-07,-0.0321770273
2022-01-10,0.0167228356
2022-01-11,-0.0209384592
2022-01-12,0.0263359078
2022-01-13,-0.0015583699
2022-01-14,-0.0108197114
2022-01-17,-0.0195095716
2022-01-18,-0.0565867368
2022-01-19,-0.0535082090
2022-01-20,0.0099541750
2022-01-21,-0.0234992717
2022-01-24,-0.0178797377
2022-01-25,0.0217828754
2022-01-26,-0.0136908119
2022-01-27,-0.0143165177
2022-01-28,-0.0132372939
2022-01-31,-0.0014987581
2022-02-01,0.0166013981
2022-02-02,0.0048012863
2022-02-03,-0.0104762542
2022-02-04,0.0061949622
2022-02-07,-0.0065990069
2022-02-08,0.0012450273
2022-02-09,0.0009991168
2022-02-10,0.0227814591
2022-02-11,0.0093514898
2022-02-14,-0.0027763884
2022-02-15,0.0266095875
2022-02-16,-0.0113506885
2022-02-17,-0.0016413841
2022-02-18,0.0041981366
2022-02-21,0.0177982274
2022-02-22,0.0046463122
2022-02-23,-0.0166239363
2022-02-24,0.0093735629
2022-02-25,-0.0026131059
2022-02-28,0.0066137913
2022-03-01,0.0075384657
2022-03-02,0.0011062891
2022-03-03,-0.0146611193
2022-03-04,0.0118609852
2022-03-07,-0.0031596694
2022-03-08,0.0181985718
2022-03-09,-0.0226594336
2022-03-10,0.0027023999
2022-03-11,-0.0047916637
2022-03-14,0.0019676140
2022-03-15,-0.0018696924
2022-03-16,-0.0008201697
2022-03-17,-0.0061847856
2022-03-18,0.0199057479
2022-03-21,0.0242780810
2022-03-22,-0.0081769082
2022-03-23,-0.0213151415
2022-03-24,0.0065655332
2022-03-25,0.0016261434
2022-03-28,0.0114118806
2022-03-29,-0.0074483970
2022-03-30,-0.0041735671
2022-03-31,-0.0079608541
2022-04-01,-0.0111771868
2022-04-04,-0.0133458812
2022-04-05,0.0099758874
2022-04-06,0.0236269447
2022-04-07,-0.0163548873
2022-04-08,0.0034015063
2022-04-11,0.0024726574
2022-04-12,0.0055963575
2022-04-13,-0.0006736958
2022-04-14,-0.0062668293
2022-04-15,0.0112823315
2022-04-18,0.0075515089
2022-04-19,-0.0062725273
2022-04-20,-0.0201740470
2022-04-21,0.0140113951
2022-04-22,0.0067364226
2022-04-25,-0.0056185588
2022-04-26,0.0071700832
2022-04-27,-0.0049029769
2022-04-28,0.0250164594
2022-04-29,-0.0050689657
2022-05-02,-0.0154461386
2022-05-03,0.0049948314
2022-05-04,-0.0011164431
2022-05-05,0.0019282144
2022-05-06,0.0054917602
2022-05-09,-0.0033980326
2022-05-10,-0.0004400498
2022-05-11,0.0022581621
2022-05-12,0.0008777691
2022-05-13,0.0005440344
2022-05-16,-0.0041335134
2022-05-17,0.0093455587
2022-05-18,0.0077300295
2022-05-19,0.0014477534
2022-05-20,0.0094080683
2022-05-23,-0.0025022149
2022-05-24,0.0121115676
2022-05-25,0.0008997665
2022-05-26,0.0244894265
2022-05-27,-0.0197833689
2022-05-30,0.0109870220
2022-05-31,-0.0117869493
2022-06-01,0.0100381778
